isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories,anger,disgust,fear,joy,neutral,sadness,surprise,spanish_description
9780006483892,0006483895,Murder in LaMut,Raymond E. Feist;Joel Rosenberg,Adventure stories,http://books.google.com/books/content?id=I2jbBlMHlAMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Available in the U.S. for the first time, this is the second volume in the exceptional Legends of the Riftwar series from ""New York Times""-bestselling authors Feist and Rosenberg.",2003,3.7,337,5083,Murder in LaMut,"9780006483892 Available in the U.S. for the first time, this is the second volume in the exceptional Legends of the Riftwar series from ""New York Times""-bestselling authors Feist and Rosenberg.",Fiction,0.0641336441,0.1040066779,0.05136283115,0.3680684865,0.9092973471,0.1603019089,0.1644578278,"Disponible en EE. UU. por primera vez, este es el segundo volumen de la excepcional serie Leyendas de la Guerra de la Grieta de los autores más vendidos del ""New York Times"" Feist y Rosenberg."
9780006483908,0006483909,Jimmy the Hand,Raymond E. Feist;S. M. Stirling,Fantasy fiction,http://books.google.com/books/content?id=hV4-oITYFN8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Jimmy the Hand, boy thief of Krondor, lived in the shadows of the city. Though gifted beyond his peers, Jimmy is merely a pickpocket with potential--until he aids Prince Arutha in the rescue of Princess Anita from Duke Guy du Bas-Tyra, and runs afoul of ""Black Guy's"" secret police. Facing a choice between disappearing on his own or in a weighted barrel at the bottom of Krondor's harbor, Jimmy chooses the former. Forced to flee the only home he's ever known, Jimmy finds himself among the unsuspecting rural villagers of Land's End, where he hopes to prosper with his talents for con and thievery. But Land's End is home to many who tread the crooked path--and to a dark, dangerous presence even the local smugglers don't recognize. And suddenly Jimmy's youthful bravado and courage are leading him into the maw of chaos . . . and, quite possibly, to his doom.",2003,3.95,368,5579,Jimmy the Hand,"9780006483908 Jimmy the Hand, boy thief of Krondor, lived in the shadows of the city. Though gifted beyond his peers, Jimmy is merely a pickpocket with potential--until he aids Prince Arutha in the rescue of Princess Anita from Duke Guy du Bas-Tyra, and runs afoul of ""Black Guy's"" secret police. Facing a choice between disappearing on his own or in a weighted barrel at the bottom of Krondor's harbor, Jimmy chooses the former. Forced to flee the only home he's ever known, Jimmy finds himself among the unsuspecting rural villagers of Land's End, where he hopes to prosper with his talents for con and thievery. But Land's End is home to many who tread the crooked path--and to a dark, dangerous presence even the local smugglers don't recognize. And suddenly Jimmy's youthful bravado and courage are leading him into the maw of chaos . . . and, quite possibly, to his doom.",Fiction,0.6115757227,0.2804434299,0.929688096,0.04056443274,0.5494767427,0.3921933174,0.07876550406,"Jimmy la Mano, el joven ladrón de Krondor, vivía en las sombras de la ciudad. Aunque dotado más que sus iguales, Jimmy no es más que un carterista con potencial, hasta que ayuda al príncipe Arutha a rescatar a la princesa Anita del duque Guy du Bas-Tyra y se topa con la policía secreta del ""Hombre Negro"". Ante la disyuntiva de desaparecer solo o en un barril con peso en el fondo del puerto de Krondor, Jimmy elige la primera opción. Obligado a huir del único hogar que ha conocido, Jimmy se encuentra entre los desprevenidos aldeanos de Fin de la Tierra, donde espera prosperar gracias a su talento para el engaño y el robo. Pero Fin de la Tierra es el hogar de muchos que siguen el camino tortuoso, y de una presencia oscura y peligrosa que ni siquiera los contrabandistas locales reconocen. Y de repente, la bravuconería y el coraje juvenil de Jimmy lo conducen a las fauces del caos... y, muy posiblemente, a su perdición."
9780006486145,0006486142,Well of Darkness,Margaret Weis;Tracy Hickman,,http://books.google.com/books/content?id=XrwaAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Gareth is just a frightened young lad when he is drafted in to be the whipping-boy for the unruly Prince Dagnarus. Yet as they grow to be men, an unshakable bond is formed. And it is their destiny for them to become the two most powerful - and feared - men in the kingdom. But when Dagnarus decides to become a knight himself, he begins a chain of evil events that threaten to destroy the entire kingdom. Only by uniting the Sovereign Stone can peace be restored, and it is up to Dagnarus' brother Helmos to try to achieve this impossible task, using his father's soldiers against his brother's army. All the while, Gareth is gaining mastery over the sinister Void magic, and he is devoted to helping his childhood companion.. This gripping story of magical power and corruption takes the unique viewpoint of focusing on the evil characters, as we follow them from boys to men. Filled with action, suspense and wonderfully imaginative characters, Water From the Well of Darkness is set to elevate the careers of bestselling authors Weis & Hickman to spectacular new heights.",2001,3.66,599,68,Well of Darkness,"9780006486145 Gareth is just a frightened young lad when he is drafted in to be the whipping-boy for the unruly Prince Dagnarus. Yet as they grow to be men, an unshakable bond is formed. And it is their destiny for them to become the two most powerful - and feared - men in the kingdom. But when Dagnarus decides to become a knight himself, he begins a chain of evil events that threaten to destroy the entire kingdom. Only by uniting the Sovereign Stone can peace be restored, and it is up to Dagnarus' brother Helmos to try to achieve this impossible task, using his father's soldiers against his brother's army. All the while, Gareth is gaining mastery over the sinister Void magic, and he is devoted to helping his childhood companion.. This gripping story of magical power and corruption takes the unique viewpoint of focusing on the evil characters, as we follow them from boys to men. Filled with action, suspense and wonderfully imaginative characters, Water From the Well of Darkness is set to elevate the careers of bestselling authors Weis & Hickman to spectacular new heights.",Fiction,0.1062157676,0.1292049736,0.9810059071,0.5042046309,0.7147123814,0.1225416958,0.07876550406,"Gareth es solo un joven asustado cuando lo reclutan para ser el chivo expiatorio del rebelde príncipe Dagnarus. Sin embargo, a medida que se hacen hombres, se forja un vínculo inquebrantable. Y su destino es convertirse en los dos hombres más poderosos y temidos del reino. Pero cuando Dagnarus decide convertirse en caballero, desencadena una serie de eventos malignos que amenazan con destruir todo el reino. Solo reuniendo la Piedra Soberana se podrá restaurar la paz, y Helmos, el hermano de Dagnarus, deberá intentar lograr esta tarea imposible, usando a los soldados de su padre contra el ejército de su hermano. Mientras tanto, Gareth domina la siniestra magia del Vacío y se dedica a ayudar a su compañero de la infancia. Esta apasionante historia de poder mágico y corrupción adopta una perspectiva única: se centra en los malvados personajes, a medida que los seguimos desde niños hasta adultos. Llena de acción, suspenso y personajes maravillosamente imaginativos, Water From the Well of Darkness está destinada a elevar las carreras de los autores más vendidos Weis & Hickman a nuevas alturas espectaculares."
9780006490456,000649045X,Witness for the Prosecution & Selected Plays,Agatha Christie,English drama,http://books.google.com/books/content?id=_9u7AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Newly-Jacketed Edition Designed To Celebrate The 50Th Anniversary Of Christie S Faultlessly Plotted Witness For The Prosecution And Other Outstanding Plays. The Perfect Complement To The Latest Edition Of The Mousetrap And Selected Plays (50Th Aniversary Edition). Headlining This Book Is Witness For The Prosecution Christie S Highly Successful Stage Play Which Won The New York Drama Critics Circle Award For Best Foreign Play. A Stunning Courtroom Drama, It Tells The Story Of A Scheming Wife Testifying Against Her Husband In A Shocking Murder Trial. The Wild Beauty Of A Seaside House Perched High On The Devonshire River Tern Provides A Stunning Back-Drop In Towards Zero As A Psychopathic Murderer Homes In On The Unsuspecting Victims. Passion, Murder And Love Are The Deadly Ingredients In Verdict, Making It One Of Christie S More Unusual Thrillers And Prompting Her To Label It The Best Play I Have Written With The Exception Of Witness For The Prosecution . Go Back For Murder Tells The Story Of The Young And Feisty Carla Who, Orphaned At The Tender Age Of Five, Discovers Her Mother Was Imprisioned For Murdering Her Father And Determines To Prove Her Innocence.",1995,4.05,352,3908,Witness for the Prosecution & Selected Plays,"9780006490456 Newly-Jacketed Edition Designed To Celebrate The 50Th Anniversary Of Christie S Faultlessly Plotted Witness For The Prosecution And Other Outstanding Plays. The Perfect Complement To The Latest Edition Of The Mousetrap And Selected Plays (50Th Aniversary Edition). Headlining This Book Is Witness For The Prosecution Christie S Highly Successful Stage Play Which Won The New York Drama Critics Circle Award For Best Foreign Play. A Stunning Courtroom Drama, It Tells The Story Of A Scheming Wife Testifying Against Her Husband In A Shocking Murder Trial. The Wild Beauty Of A Seaside House Perched High On The Devonshire River Tern Provides A Stunning Back-Drop In Towards Zero As A Psychopathic Murderer Homes In On The Unsuspecting Victims. Passion, Murder And Love Are The Deadly Ingredients In Verdict, Making It One Of Christie S More Unusual Thrillers And Prompting Her To Label It The Best Play I Have Written With The Exception Of Witness For The Prosecution . Go Back For Murder Tells The Story Of The Young And Feisty Carla Who, Orphaned At The Tender Age Of Five, Discovers Her Mother Was Imprisioned For Murdering Her Father And Determines To Prove Her Innocence.",Fiction,0.0641336441,0.1040066779,0.9486446977,0.905534029,0.5684452057,0.8562013507,0.2459324002,"Edición con nueva sobrecubierta diseñada para celebrar el 50.º aniversario de ""Testigo de cargo"", impecablemente tramada, de Christie's y otras obras destacadas. El complemento perfecto para la última edición de ""La ratonera"" y ""Obras seleccionadas"" (Edición del 50.º aniversario). Encabezando este libro se encuentra ""Testigo de cargo"", la exitosa obra de teatro de Christie's, ganadora del Premio del Círculo de Críticos Dramáticos de Nueva York a la Mejor Obra Extranjera. Un impactante drama judicial que narra la historia de una esposa conspiradora que testifica contra su marido en un impactante juicio por asesinato. La belleza salvaje de una casa junto al mar encaramada en lo alto del río Devonshire Tern ofrece un impresionante telón de fondo en ""Towards Zero"", donde un asesino psicópata se centra en las víctimas desprevenidas. Pasión, asesinato y amor son los ingredientes mortales de Verdict, lo que la convierte en uno de los thrillers más inusuales de Christie y la lleva a calificarla como la mejor obra que he escrito, con la excepción de Testigo de cargo. Go Back For Murder cuenta la historia de la joven y aguerrida Carla, quien, huérfana a la tierna edad de cinco años, descubre que su madre fue encarcelada por asesinar a su padre y se propone demostrar su inocencia."
9780006496434,0006496431,The Little House,Philippa Gregory,Country life,http://books.google.com/books/content?id=rbvUPps9vKsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"It was easy for Elizabeth. She married the man she loved. It was harder for Ruth. She married Elizabeth's son and then found that, somehow, she could never quite measure up. This thriller examines what women want and what they fear, as Ruth confronts the shifting borders of her own sanity.",1998,3.66,368,1832,The Little House,"9780006496434 It was easy for Elizabeth. She married the man she loved. It was harder for Ruth. She married Elizabeth's son and then found that, somehow, she could never quite measure up. This thriller examines what women want and what they fear, as Ruth confronts the shifting borders of her own sanity.",Fiction,0.07239263505,0.1164157689,0.9536262751,0.5094081163,0.5494767427,0.8412134051,0.8030908108,"Para Elizabeth fue fácil. Se casó con el hombre que amaba. Para Ruth fue más difícil. Se casó con el hijo de Elizabeth y luego descubrió que, por alguna razón, nunca estaba a la altura. Este thriller examina lo que las mujeres desean y lo que temen, mientras Ruth se enfrenta a los límites cambiantes de su propia cordura."
9780006496878,0006496873,Mystical Paths,Susan Howatch,English fiction,http://books.google.com/books/content?id=by4ytBy63o0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1968 finds Nicholas Darrow wrestling with personal problems. How can he marry Rosalind when he is unable to avoid promiscuity? How can he become a priest when he finds it so difficult to live as one? And can he break his dangerous dependence on his father?,1996,4.23,576,1023,Mystical Paths,9780006496878 1968 finds Nicholas Darrow wrestling with personal problems. How can he marry Rosalind when he is unable to avoid promiscuity? How can he become a priest when he finds it so difficult to live as one? And can he break his dangerous dependence on his father?,Nonfiction,0.09586360306,0.02535766363,0.8122829795,0.003585193539,0.05131051689,0.8029154539,0.006833171938,"En 1968, Nicholas Darrow lidia con problemas personales. ¿Cómo podrá casarse con Rosalind si no puede evitar la promiscuidad? ¿Cómo podrá hacerse sacerdote si le resulta tan difícil vivir como tal? ¿Y podrá romper la peligrosa dependencia de su padre?"
9780006496892,000649689X,Glittering Images,Susan Howatch,English fiction,http://books.google.com/books/content?id=rDHbn0ORKhQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"It is 1937, and Charles Ashworth, a Canon to the Archbishop of Canterbury, is sent to untangle a web of self-delusion and corruption at the episcopal palace of the charismatic Bishop of Starbridge.",1996,4.07,512,2045,Glittering Images,"9780006496892 It is 1937, and Charles Ashworth, a Canon to the Archbishop of Canterbury, is sent to untangle a web of self-delusion and corruption at the episcopal palace of the charismatic Bishop of Starbridge.",Nonfiction,0.1621591151,0.4797848463,0.05136283115,0.04056443274,0.5494767427,0.1753087342,0.07876550406,"Es el año 1937, y Charles Ashworth, canónigo del arzobispo de Canterbury, es enviado a desenredar una red de autoengaño y corrupción en el palacio episcopal del carismático obispo de Starbridge."
9780006496922,000649692X,Glamorous Powers,Susan Howatch,Clergy,http://books.google.com/books/content?id=_bhPYWs6RrYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Reissue of the author's most famous and well-loved work, the Starbridge series, six self-contained yet interconnected novels that explore the history of the Church of England through the 20th century.",1996,4.2,512,1441,Glamorous Powers,"9780006496922 Reissue of the author's most famous and well-loved work, the Starbridge series, six self-contained yet interconnected novels that explore the history of the Church of England through the 20th century.",Fiction,0.0641336441,0.1040066779,0.05136283115,0.7202291489,0.5494767427,0.1116901785,0.07876550406,"Reedición de la obra más famosa y querida del autor, la serie Starbridge, seis novelas independientes pero interconectadas que exploran la historia de la Iglesia de Inglaterra a lo largo del siglo XX."
9780006498865,0006498868,The Mad Ship,Robin Hobb,Fantasy fiction,http://books.google.com/books/content?id=2iWezkfdBE8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Fantasy master Robin Hobb delivers the stunning second volume of her Liveship Traders trilogy, returning to the timeless city of Bingtown, where pirates now plague the coasts and the dreaded slave trade flourishes. Althea Vestrit doesnt have time to be afraid, for her familys newly awakened Liveship, Vivacia, has been seized by the ruthless pirate Kennit. So Althea hatches a bold plan. But to carry it out, she must recruit a Liveship that has already slain two crews -- and is said to be insane.",2000,4.24,906,36101,The Mad Ship,"9780006498865 Fantasy master Robin Hobb delivers the stunning second volume of her Liveship Traders trilogy, returning to the timeless city of Bingtown, where pirates now plague the coasts and the dreaded slave trade flourishes. Althea Vestrit doesnt have time to be afraid, for her familys newly awakened Liveship, Vivacia, has been seized by the ruthless pirate Kennit. So Althea hatches a bold plan. But to carry it out, she must recruit a Liveship that has already slain two crews -- and is said to be insane.",Fiction,0.08193837851,0.1571671367,0.9767544866,0.5504206419,0.5681986809,0.1116901785,0.07876550406,"La maestra de fantasía Robin Hobb presenta el impresionante segundo volumen de su trilogía ""Comerciantes de Naves Vivas"", regresando a la intemporal ciudad de Bingtown, donde los piratas asolan las costas y prospera la temible trata de esclavos. Althea Vestrit no tiene tiempo para temer, pues la recién despertada Nave Vivacia de su familia ha sido secuestrada por el despiadado pirata Kennit. Así que Althea urde un audaz plan. Pero para llevarlo a cabo, debe reclutar una Nave Viva que ya ha aniquilado a dos tripulaciones y, según se dice, está loca."
9780006499169,0006499163,Post Captain,Patrick O'Brian,"Aubrey, Jack (Fictitious character)",http://books.google.com/books/content?id=S761k-z51Q4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This tale begins with Jack Aubrey arriving home from his exploits in the Mediterranean to find England at peace following the Treaty of Amiens. He and his friend Stephen Maturin, surgeon and secret agent, begin to live the lives of country gentlemen, hunting, entertaining and enjoying more amorous adventures. Their comfortable existence, however, is cut short when Jack is overnight reduced to a pauper with enough debts to keep him in prison for life. He flees to the continent to seek refuge: instead he finds himself a hunted fugitive as Napoleon has ordered the internment of all Englishmen in France. Aubrey's adventures in escaping from France and the debtors' prison will grip the reader as fast as his unequalled actions at sea.",1996,4.29,474,7815,Post Captain,"9780006499169 This tale begins with Jack Aubrey arriving home from his exploits in the Mediterranean to find England at peace following the Treaty of Amiens. He and his friend Stephen Maturin, surgeon and secret agent, begin to live the lives of country gentlemen, hunting, entertaining and enjoying more amorous adventures. Their comfortable existence, however, is cut short when Jack is overnight reduced to a pauper with enough debts to keep him in prison for life. He flees to the continent to seek refuge: instead he finds himself a hunted fugitive as Napoleon has ordered the internment of all Englishmen in France. Aubrey's adventures in escaping from France and the debtors' prison will grip the reader as fast as his unequalled actions at sea.",Fiction,0.2234606892,0.1628390402,0.8174952865,0.9299789071,0.6362950802,0.4294663072,0.07876550406,"Este relato comienza con Jack Aubrey, quien regresa a casa tras sus aventuras en el Mediterráneo y encuentra a Inglaterra en paz tras el Tratado de Amiens. Él y su amigo Stephen Maturin, cirujano y agente secreto, comienzan a vivir como caballeros rurales, cazando, entreteniendo y disfrutando de aventuras amorosas. Sin embargo, su cómoda existencia se ve truncada cuando Jack queda reducido a la miseria, con deudas suficientes para pasar el resto de su vida en prisión. Huye al continente en busca de refugio, pero se encuentra como un fugitivo perseguido, ya que Napoleón ha ordenado el internamiento de todos los ingleses en Francia. Las aventuras de Aubrey al escapar de Francia y de la prisión de deudas cautivarán al lector con la misma rapidez con la que sus inigualables acciones en el mar."
9780006499268,0006499260,The Reverse of the Medal,Patrick O'Brian,Adventure stories,http://books.google.com/books/content?id=YtjxFRb39Z4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this book, Jack Aubrey returns from his duties protecting whalers off the South American coast and is persuaded by a casual acquaintance to make investments in the City on the strength of supposedly certain information. From there he is led into the half-worlds of the London criminal underground and of government espionage - the province of his friend, Stephen Maturin.",1997,4.41,261,177,The Reverse of the Medal,"9780006499268 In this book, Jack Aubrey returns from his duties protecting whalers off the South American coast and is persuaded by a casual acquaintance to make investments in the City on the strength of supposedly certain information. From there he is led into the half-worlds of the London criminal underground and of government espionage - the province of his friend, Stephen Maturin.",Fiction,0.107152164,0.1776583791,0.2861783206,0.7975159883,0.5494767427,0.1116901785,0.07876550406,"En este libro, Jack Aubrey regresa de sus labores de protección de balleneros en las costas sudamericanas y un conocido casual lo convence de invertir en la City basándose en información supuestamente cierta. Desde allí, se adentra en los mundos clandestinos del crimen organizado londinense y del espionaje gubernamental, dominio de su amigo Stephen Maturin."
9780006499626,0006499627,Miss Marple,Agatha Christie,"Detective and mystery stories, English",http://books.google.com/books/content?id=a96qPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Miss Marple featured in 20 short stories, published in a number of different collections in Britain and America. Presented here in their order of publication, Miss Marple uses her unique insight to deduce the truth about a series of unsolved crimes.",1997,4.2,359,6235,Miss Marple: The Complete Short Stories,"9780006499626 Miss Marple featured in 20 short stories, published in a number of different collections in Britain and America. Presented here in their order of publication, Miss Marple uses her unique insight to deduce the truth about a series of unsolved crimes.",Fiction,0.0641336441,0.1040066779,0.05136283115,0.3022976518,0.9142771363,0.1116901785,0.07876550406,"La señorita Marple apareció en 20 relatos cortos, publicados en diversas colecciones de Gran Bretaña y Estados Unidos. Presentados aquí en orden de publicación, la señorita Marple utiliza su singular perspicacia para deducir la verdad sobre una serie de crímenes sin resolver."
